device,run_time_ms
GTX1080Ti,162.63680013020834
P4000,146.30713428295323
P100,60.27516258587545
V100,45.711138675650545
T4,113.81107913073066
RTX2070,75.43347737375323
RTX2080Ti,58.269560205926844
