device,run_time_ms
GTX1080Ti,322.11865234375
P4000,284.4988620087822
P100,113.15269385297624
V100,84.15432007567077
T4,219.74805748304456
RTX2070,143.324177517092
RTX2080Ti,109.13087188489666
