device,run_time_ms
GTX1080Ti,49.99577840169271
P4000,48.986641253409616
P100,21.959383210557267
V100,17.8028516305038
T4,38.481869394424834
RTX2070,26.775155587949104
RTX2080Ti,21.386849125544217
