device,run_time_ms
GTX1080Ti,87.23933919270833
P4000,77.9826743021668
P100,35.202056023166726
V100,27.702499581712484
T4,61.77321931513834
RTX2070,42.69439583248751
RTX2080Ti,34.1610912978454
