device,run_time_ms
GTX1080Ti,64.44038391113281
P4000,63.294857241248145
P100,27.345591790321677
V100,21.890596223125545
T4,49.227128378191814
RTX2070,33.559458773902136
RTX2080Ti,26.555010678009367
