device,run_time_ms
GTX1080Ti,463.8003336588542
P4000,375.3111806568545
P100,158.1603587126719
V100,122.00748407419643
T4,291.9868620325646
RTX2070,196.02295556125702
RTX2080Ti,153.10450355954367
