device,run_time_ms
GTX1080Ti,127.25794474283855
P4000,112.15034080790804
P100,58.193758642302676
V100,49.01937700050004
T4,92.16377864652564
RTX2070,67.79698243184747
RTX2080Ti,56.90525634538357
