device,run_time_ms
GTX1080Ti,237.0553181966146
P4000,194.46857845091597
P100,87.45200279589535
V100,69.66238494747861
T4,153.39465679742543
RTX2070,106.11253231720589
RTX2080Ti,84.96329052459559
